name,meeting_date,calendar_link,meeting_time,meeting_location,meeting_details,agenda,minutes,video,eComment
"Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council/Joint Powers Financing Authority", "4/17/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=600964&GUID=A7F4DF3D-BECC-4946-831B-183E1CC08498", "5:30 PM", "City Hall, 1 Frank H. Ogawa Plaza, Oakland, California 94612", "https://oakland.legistar.com/MeetingDetail.aspx?ID=600964&GUID=A7F4DF3D-BECC-4946-831B-183E1CC08498&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=600964&GUID=A7F4DF3D-BECC-4946-831B-183E1CC08498", "https://oakland.legistar.com/View.ashx?M=M&ID=600964&GUID=A7F4DF3D-BECC-4946-831B-183E1CC08498", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2697&Mode2=Video", "None"
"Rules & Legislation Committee", "4/12/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=600027&GUID=C4CE28EE-82EF-4964-A8E9-5869AA47C121", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=600027&GUID=C4CE28EE-82EF-4964-A8E9-5869AA47C121&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=600027&GUID=C4CE28EE-82EF-4964-A8E9-5869AA47C121", "https://oakland.legistar.com/View.ashx?M=M&ID=600027&GUID=C4CE28EE-82EF-4964-A8E9-5869AA47C121", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2687&Mode2=Video", "None"
"Public Safety Committee", "4/10/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=599929&GUID=DB8183F3-C931-4A40-BA1E-912E367AA3C4", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor DUE TO A LACK OF QUORUM THE PUBLIC SAFETY COMMITTEE HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED PUBLIC SAFETY COMMITTEE MEETING WILL BE HELD ON APRIL 24, 2018.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=599929&GUID=DB8183F3-C931-4A40-BA1E-912E367AA3C4&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=599929&GUID=DB8183F3-C931-4A40-BA1E-912E367AA3C4", "None", "None", "None"
"Life Enrichment Committee", "4/10/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=600026&GUID=19744E3B-FF7E-4639-AE01-94C92D3B0707", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=600026&GUID=19744E3B-FF7E-4639-AE01-94C92D3B0707&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=600026&GUID=19744E3B-FF7E-4639-AE01-94C92D3B0707", "https://oakland.legistar.com/View.ashx?M=M&ID=600026&GUID=19744E3B-FF7E-4639-AE01-94C92D3B0707", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2685&Mode2=Video", "None"
"Community & Economic Development Committee", "4/10/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=599928&GUID=EC13E8BB-7EC5-4652-AE07-EA78CFCC2EEF", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=599928&GUID=EC13E8BB-7EC5-4652-AE07-EA78CFCC2EEF&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=599928&GUID=EC13E8BB-7EC5-4652-AE07-EA78CFCC2EEF", "https://oakland.legistar.com/View.ashx?M=M&ID=599928&GUID=EC13E8BB-7EC5-4652-AE07-EA78CFCC2EEF", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2684&Mode2=Video", "None"
"Public Works Committee", "4/10/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=600025&GUID=54DDC7B5-A8CA-468C-8C9D-B8672144CED6", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=600025&GUID=54DDC7B5-A8CA-468C-8C9D-B8672144CED6&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=600025&GUID=54DDC7B5-A8CA-468C-8C9D-B8672144CED6", "https://oakland.legistar.com/View.ashx?M=M&ID=600025&GUID=54DDC7B5-A8CA-468C-8C9D-B8672144CED6", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2683&Mode2=Video", "None"
"Concurrent Meeting of the Oakland Redevelopment Successor Agency and Finance and Management Committee", "4/10/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=599930&GUID=742A3D46-7CA1-4F11-8973-DE88D182F630", "9:30 AM", "Sgt. Mark Dunakin Room - Hearing Room 1 PLEASE NOTE THAT THE JOINT POWERS FINANCING AUTHORITY WILL CONCURRENTLY MEET WITH THE FINANCE AND MANAGEMENT COMMITTEE", "https://oakland.legistar.com/MeetingDetail.aspx?ID=599930&GUID=742A3D46-7CA1-4F11-8973-DE88D182F630&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=599930&GUID=742A3D46-7CA1-4F11-8973-DE88D182F630", "https://oakland.legistar.com/View.ashx?M=M&ID=599930&GUID=742A3D46-7CA1-4F11-8973-DE88D182F630", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2681&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "4/5/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=600393&GUID=FCC7BF38-DE9E-476E-AA75-A27164F4ACC9", "10:45 AM", "City Council Chamber, 3rd Floor CANCELLATION NOTICE The regularly scheduled meeting of the Rules And Legislation Committee has been cancelled Due to Council Spring Recess. The next regularly scheduled meeting will be held on Thursday April 19, 2018 at 10:45 A.M.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=600393&GUID=FCC7BF38-DE9E-476E-AA75-A27164F4ACC9&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=600393&GUID=FCC7BF38-DE9E-476E-AA75-A27164F4ACC9", "None", "None", "None"
"Meeting of the Oakland City Council - CANCELLATION", "4/3/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=599657&GUID=5B6F6F12-4952-4E14-9103-74749CA16734", "5:30 PM", "City Council Chamber, 3rd Floor CANCELLATION NOTICE The regularly scheduled meeting of the City Council has been cancelled Due to Council Spring Recess. The next regularly scheduled meeting of the City Council will be held on Tuesday, April 17, 2018 at 5:30 p.m.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=599657&GUID=5B6F6F12-4952-4E14-9103-74749CA16734&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=599657&GUID=5B6F6F12-4952-4E14-9103-74749CA16734", "None", "None", "None"
" Special Meeting of the Oakland City Council", "3/29/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=600000&GUID=B1FCC3F6-300D-4ACD-949A-39776A769AD2", "12:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=600000&GUID=B1FCC3F6-300D-4ACD-949A-39776A769AD2&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=600000&GUID=B1FCC3F6-300D-4ACD-949A-39776A769AD2", "https://oakland.legistar.com/View.ashx?M=M&ID=600000&GUID=B1FCC3F6-300D-4ACD-949A-39776A769AD2", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2668&Mode2=Video", "None"
"Rules & Legislation Committee", "3/29/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=598866&GUID=BF1D467B-C4C9-46A0-8538-C6AA6D2B0533", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=598866&GUID=BF1D467B-C4C9-46A0-8538-C6AA6D2B0533&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=598866&GUID=BF1D467B-C4C9-46A0-8538-C6AA6D2B0533", "https://oakland.legistar.com/View.ashx?M=M&ID=598866&GUID=BF1D467B-C4C9-46A0-8538-C6AA6D2B0533", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2667&Mode2=Video", "None"
"Public Safety Committee - CANCELLED", "3/27/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=598865&GUID=B3575BDC-8784-4BD0-B0DF-A0B953051BFD", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=598865&GUID=B3575BDC-8784-4BD0-B0DF-A0B953051BFD&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=598865&GUID=B3575BDC-8784-4BD0-B0DF-A0B953051BFD", "None", "None", "None"
"Life Enrichment Committee - CANCELLED", "3/27/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=598864&GUID=9254AA90-B2B7-46D4-9B09-D35919D1DE90", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=598864&GUID=9254AA90-B2B7-46D4-9B09-D35919D1DE90&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=598864&GUID=9254AA90-B2B7-46D4-9B09-D35919D1DE90", "None", "None", "None"
"Community and Economic Development Committee - CANCELLED", "3/27/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=598863&GUID=81C2D545-A179-4FDA-BB72-AB3AC1E2977D", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=598863&GUID=81C2D545-A179-4FDA-BB72-AB3AC1E2977D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=598863&GUID=81C2D545-A179-4FDA-BB72-AB3AC1E2977D", "None", "None", "None"
"Public Works Committee - CANCELLED", "3/27/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=598862&GUID=84E7387F-30C5-424E-B6B9-4405960E946D", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=598862&GUID=84E7387F-30C5-424E-B6B9-4405960E946D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=598862&GUID=84E7387F-30C5-424E-B6B9-4405960E946D", "None", "None", "None"
"Finance and Management Committee - CANCELLED", "3/27/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=598861&GUID=9C047FB6-C5EC-4E73-9CE4-BE3722276301", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=598861&GUID=9C047FB6-C5EC-4E73-9CE4-BE3722276301&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=598861&GUID=9C047FB6-C5EC-4E73-9CE4-BE3722276301", "None", "None", "None"
" Special Meeting of the Oakland City Council", "3/22/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=599448&GUID=6A8B8C70-C6E6-4BD6-95C8-4AB01A790810", "12:00 PM", "City Council Chamber, 3rd Floor THIS MEETING WAS NOTICED IN ACCORDANCE WITH CHARTER SECTION 208. PURSUANT TO CHARTER SECTION 208, A WRITTEN REQUEST TO CALL A SPECIAL MEETING FOR THE CONSIDERATION OF AN AGENDA ITEM WAS SERVED UPON THE CITY CLERK MARCH 19, 2018 BY THREE COUNCIL MEMBERS", "https://oakland.legistar.com/MeetingDetail.aspx?ID=599448&GUID=6A8B8C70-C6E6-4BD6-95C8-4AB01A790810&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=599448&GUID=6A8B8C70-C6E6-4BD6-95C8-4AB01A790810", "https://oakland.legistar.com/View.ashx?M=M&ID=599448&GUID=6A8B8C70-C6E6-4BD6-95C8-4AB01A790810", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2662&Mode2=Video", "None"
"Rules & Legislation Committee", "3/22/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=597514&GUID=35B9A454-46A2-4D0E-B2DB-017080B5D5CB", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=597514&GUID=35B9A454-46A2-4D0E-B2DB-017080B5D5CB&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=597514&GUID=35B9A454-46A2-4D0E-B2DB-017080B5D5CB", "https://oakland.legistar.com/View.ashx?M=M&ID=597514&GUID=35B9A454-46A2-4D0E-B2DB-017080B5D5CB", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2661&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "3/20/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=597513&GUID=3DAED88B-7146-4556-9BC6-121F6858E8FC", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=597513&GUID=3DAED88B-7146-4556-9BC6-121F6858E8FC&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=597513&GUID=3DAED88B-7146-4556-9BC6-121F6858E8FC", "https://oakland.legistar.com/View.ashx?M=M&ID=597513&GUID=3DAED88B-7146-4556-9BC6-121F6858E8FC", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2658&Mode2=Video", "None"
"Rules & Legislation Committee", "3/15/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=596496&GUID=D2A4B335-B487-483D-874F-24B2E65908CB", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=596496&GUID=D2A4B335-B487-483D-874F-24B2E65908CB&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=596496&GUID=D2A4B335-B487-483D-874F-24B2E65908CB", "https://oakland.legistar.com/View.ashx?M=M&ID=596496&GUID=D2A4B335-B487-483D-874F-24B2E65908CB", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2653&Mode2=Video", "None"
"Public Safety Committee", "3/13/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=596432&GUID=4208FDAD-2A7B-473B-B700-E53F71CF154E", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=596432&GUID=4208FDAD-2A7B-473B-B700-E53F71CF154E&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=596432&GUID=4208FDAD-2A7B-473B-B700-E53F71CF154E", "https://oakland.legistar.com/View.ashx?M=M&ID=596432&GUID=4208FDAD-2A7B-473B-B700-E53F71CF154E", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2651&Mode2=Video", "None"
"Life Enrichment Committee", "3/13/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=596495&GUID=C307936E-6521-4890-A86D-7109CD98537D", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=596495&GUID=C307936E-6521-4890-A86D-7109CD98537D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=596495&GUID=C307936E-6521-4890-A86D-7109CD98537D", "https://oakland.legistar.com/View.ashx?M=M&ID=596495&GUID=C307936E-6521-4890-A86D-7109CD98537D", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2650&Mode2=Video", "None"
"Concurrent Meeting of the Oakland Redevelopment Successor Agency and the Community and Economic Development Committee", "3/13/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=596431&GUID=6161EE8F-D8AF-45BB-9E8C-4A6A50A2FF73", "1:30 PM", "Sgt. Mark Dunakin Room - Hearing Room 1", "https://oakland.legistar.com/MeetingDetail.aspx?ID=596431&GUID=6161EE8F-D8AF-45BB-9E8C-4A6A50A2FF73&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=596431&GUID=6161EE8F-D8AF-45BB-9E8C-4A6A50A2FF73", "https://oakland.legistar.com/View.ashx?M=M&ID=596431&GUID=6161EE8F-D8AF-45BB-9E8C-4A6A50A2FF73", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2649&Mode2=Video", "None"
"Public Works Committee", "3/13/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=596497&GUID=BD3C76C7-7290-43F2-B4E3-B3C885C10703", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=596497&GUID=BD3C76C7-7290-43F2-B4E3-B3C885C10703&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=596497&GUID=BD3C76C7-7290-43F2-B4E3-B3C885C10703", "https://oakland.legistar.com/View.ashx?M=M&ID=596497&GUID=BD3C76C7-7290-43F2-B4E3-B3C885C10703", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2648&Mode2=Video", "None"
"Finance and Management Committee - CANCELLED", "3/13/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=596430&GUID=9ECC9A70-4144-401B-BB2F-A170A0EC6772", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor DUE TO A LACK OF QUORUM THE FINANCE AND MANAGEMENT COMMITTEE HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED FINANCE AND MANAGEMENT MEETING WILL BE HELD ON APRIL 10, 2018.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=596430&GUID=9ECC9A70-4144-401B-BB2F-A170A0EC6772&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=596430&GUID=9ECC9A70-4144-401B-BB2F-A170A0EC6772", "None", "None", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "3/8/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=597787&GUID=AF0CC090-CE3E-4B30-B4A2-F7D09DA30968", "2:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=597787&GUID=AF0CC090-CE3E-4B30-B4A2-F7D09DA30968&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=597787&GUID=AF0CC090-CE3E-4B30-B4A2-F7D09DA30968", "https://oakland.legistar.com/View.ashx?M=M&ID=597787&GUID=AF0CC090-CE3E-4B30-B4A2-F7D09DA30968", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2640&Mode2=Video", "None"
"Rules & Legislation Committee", "3/8/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=595718&GUID=8869A625-56B1-416A-BAD1-6C9EF3019C9C", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=595718&GUID=8869A625-56B1-416A-BAD1-6C9EF3019C9C&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=595718&GUID=8869A625-56B1-416A-BAD1-6C9EF3019C9C", "https://oakland.legistar.com/View.ashx?M=M&ID=595718&GUID=8869A625-56B1-416A-BAD1-6C9EF3019C9C", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2639&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "3/6/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=595717&GUID=6E584E9C-DF6F-4362-B894-0A6863E9D10D", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=595717&GUID=6E584E9C-DF6F-4362-B894-0A6863E9D10D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=595717&GUID=6E584E9C-DF6F-4362-B894-0A6863E9D10D", "https://oakland.legistar.com/View.ashx?M=M&ID=595717&GUID=6E584E9C-DF6F-4362-B894-0A6863E9D10D", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2636&Mode2=Video", "None"
"Rules & Legislation Committee", "3/1/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=594204&GUID=6CD4910A-B9EC-4DFD-8495-D256C578C4AD", "10:45 AM", "City Council Chamber, 3rd Floor *** THIS RULES AND LEGISLATION MEETING HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED MEETING OF THE RULES AND LEGISLATION COMMITTEE IS MARCH 8, 2018.***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=594204&GUID=6CD4910A-B9EC-4DFD-8495-D256C578C4AD&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=594204&GUID=6CD4910A-B9EC-4DFD-8495-D256C578C4AD", "None", "None", "None"
"Public Safety Committee", "2/27/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=594044&GUID=57BBE4AB-D76F-4878-BB31-732BEE73DE02", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=594044&GUID=57BBE4AB-D76F-4878-BB31-732BEE73DE02&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=594044&GUID=57BBE4AB-D76F-4878-BB31-732BEE73DE02", "https://oakland.legistar.com/View.ashx?M=M&ID=594044&GUID=57BBE4AB-D76F-4878-BB31-732BEE73DE02", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2630&Mode2=Video", "None"
