name,meeting_date,calendar_link,meeting_time,meeting_location,meeting_details,agenda,minutes,video,eComment
"Life Enrichment Committee - CANCELLED", "2/27/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=594203&GUID=A178E996-A112-4241-B671-474C58AB8225", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor CANCELLATION NOTICE The regularly scheduled meeting of the Life Enrichment Committee has been cancelled. There is a *Special Life Enrichment Committee being held Tuesday February 27, 2018 at 2 p.m. See the \"Special Life Enrichment\" agenda below.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=594203&GUID=A178E996-A112-4241-B671-474C58AB8225&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=594203&GUID=A178E996-A112-4241-B671-474C58AB8225", "None", "None", "None"
"Special Life Enrichment Committee", "2/27/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=596182&GUID=1E461D3E-330E-4854-95E1-62D7CFD3A0BA", "2:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=596182&GUID=1E461D3E-330E-4854-95E1-62D7CFD3A0BA&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=596182&GUID=1E461D3E-330E-4854-95E1-62D7CFD3A0BA", "https://oakland.legistar.com/View.ashx?M=M&ID=596182&GUID=1E461D3E-330E-4854-95E1-62D7CFD3A0BA", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2629&Mode2=Video", "None"
"Community and Economic Development Committee - CANCELLED", "2/27/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=594053&GUID=4C035F7B-573E-4035-83D1-CA80921726FA", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor CANCELLATION NOTICE The regularly scheduled meeting of the Community and Economic Development Committee has been cancelled. The next regularly scheduled meeting of the Community Economic Development Committee will be held on Tuesday, March 13, 2018 at", "https://oakland.legistar.com/MeetingDetail.aspx?ID=594053&GUID=4C035F7B-573E-4035-83D1-CA80921726FA&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=594053&GUID=4C035F7B-573E-4035-83D1-CA80921726FA", "None", "None", "None"
"Special Public Works Committee", "2/27/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=594202&GUID=96D1AB06-11F3-4C88-99F4-F3377F9FDF8F", "12:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=594202&GUID=96D1AB06-11F3-4C88-99F4-F3377F9FDF8F&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=594202&GUID=96D1AB06-11F3-4C88-99F4-F3377F9FDF8F", "https://oakland.legistar.com/View.ashx?M=M&ID=594202&GUID=96D1AB06-11F3-4C88-99F4-F3377F9FDF8F", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2628&Mode2=Video", "None"
"Finance & Management Committee", "2/27/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=594043&GUID=EAD6F906-01C2-4D49-8AA6-DAC84960C59A", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=594043&GUID=EAD6F906-01C2-4D49-8AA6-DAC84960C59A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=594043&GUID=EAD6F906-01C2-4D49-8AA6-DAC84960C59A", "https://oakland.legistar.com/View.ashx?M=M&ID=594043&GUID=EAD6F906-01C2-4D49-8AA6-DAC84960C59A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2627&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "2/22/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=593361&GUID=6AF508FF-801B-4B4E-A53F-77CB5A6F0A36", "10:45 AM", "City Council Chamber, 3rd Floor *** THIS RULES AND LEGISLATION MEETING HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED MEETING OF THE RULES AND LEGISLATION COMMITTEE IS MARCH 1, 2018.***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=593361&GUID=6AF508FF-801B-4B4E-A53F-77CB5A6F0A36&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=593361&GUID=6AF508FF-801B-4B4E-A53F-77CB5A6F0A36", "None", "None", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "2/20/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=593360&GUID=952374C2-3348-4835-BD2F-9D4879538E29", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=593360&GUID=952374C2-3348-4835-BD2F-9D4879538E29&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=593360&GUID=952374C2-3348-4835-BD2F-9D4879538E29", "https://oakland.legistar.com/View.ashx?M=M&ID=593360&GUID=952374C2-3348-4835-BD2F-9D4879538E29", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2623&Mode2=Video", "None"
"Rules & Legislation Committee", "2/15/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=591837&GUID=F9E78CFE-8C34-4464-973A-C540B3802E7E", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=591837&GUID=F9E78CFE-8C34-4464-973A-C540B3802E7E&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=591837&GUID=F9E78CFE-8C34-4464-973A-C540B3802E7E", "https://oakland.legistar.com/View.ashx?M=M&ID=591837&GUID=F9E78CFE-8C34-4464-973A-C540B3802E7E", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2618&Mode2=Video", "None"
"Public Safety Committee", "2/13/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=591835&GUID=5EC4DF49-62E7-4C50-B9CF-B8B75DE90DAE", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=591835&GUID=5EC4DF49-62E7-4C50-B9CF-B8B75DE90DAE&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=591835&GUID=5EC4DF49-62E7-4C50-B9CF-B8B75DE90DAE", "https://oakland.legistar.com/View.ashx?M=M&ID=591835&GUID=5EC4DF49-62E7-4C50-B9CF-B8B75DE90DAE", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2617&Mode2=Video", "None"
"Life Enrichment Committee", "2/13/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=591836&GUID=EE4E8854-B318-43A8-975A-106211726236", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=591836&GUID=EE4E8854-B318-43A8-975A-106211726236&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=591836&GUID=EE4E8854-B318-43A8-975A-106211726236", "https://oakland.legistar.com/View.ashx?M=M&ID=591836&GUID=EE4E8854-B318-43A8-975A-106211726236", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2616&Mode2=Video", "None"
"Community & Economic Development Committee", "2/13/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=591834&GUID=6C74A433-46C7-4D4B-85B4-0E1928A93431", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=591834&GUID=6C74A433-46C7-4D4B-85B4-0E1928A93431&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=591834&GUID=6C74A433-46C7-4D4B-85B4-0E1928A93431", "https://oakland.legistar.com/View.ashx?M=M&ID=591834&GUID=6C74A433-46C7-4D4B-85B4-0E1928A93431", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2615&Mode2=Video", "None"
"Public Works Committee", "2/13/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=591833&GUID=8903BAE2-4F9F-4591-B865-95FBA8CDF50D", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=591833&GUID=8903BAE2-4F9F-4591-B865-95FBA8CDF50D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=591833&GUID=8903BAE2-4F9F-4591-B865-95FBA8CDF50D", "https://oakland.legistar.com/View.ashx?M=M&ID=591833&GUID=8903BAE2-4F9F-4591-B865-95FBA8CDF50D", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2614&Mode2=Video", "None"
"Finance & Management Committee", "2/13/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=591832&GUID=73FDA51C-7553-4782-8024-75951825FE6D", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=591832&GUID=73FDA51C-7553-4782-8024-75951825FE6D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=591832&GUID=73FDA51C-7553-4782-8024-75951825FE6D", "https://oakland.legistar.com/View.ashx?M=M&ID=591832&GUID=73FDA51C-7553-4782-8024-75951825FE6D", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2613&Mode2=Video", "None"
"Rules & Legislation Committee", "2/8/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=590946&GUID=5551C777-C7EB-4FDF-A94C-7A306B086230", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=590946&GUID=5551C777-C7EB-4FDF-A94C-7A306B086230&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=590946&GUID=5551C777-C7EB-4FDF-A94C-7A306B086230", "https://oakland.legistar.com/View.ashx?M=M&ID=590946&GUID=5551C777-C7EB-4FDF-A94C-7A306B086230", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2609&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "2/6/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=590945&GUID=5A8CAD71-A08A-468A-AF08-DA37A820430D", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=590945&GUID=5A8CAD71-A08A-468A-AF08-DA37A820430D&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=590945&GUID=5A8CAD71-A08A-468A-AF08-DA37A820430D", "https://oakland.legistar.com/View.ashx?M=M&ID=590945&GUID=5A8CAD71-A08A-468A-AF08-DA37A820430D", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2606&Mode2=Video", "None"
"Rules & Legislation Committee", "2/1/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=588424&GUID=30CD1762-B241-4F9D-AFC2-7081852BF940", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=588424&GUID=30CD1762-B241-4F9D-AFC2-7081852BF940&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=588424&GUID=30CD1762-B241-4F9D-AFC2-7081852BF940", "https://oakland.legistar.com/View.ashx?M=M&ID=588424&GUID=30CD1762-B241-4F9D-AFC2-7081852BF940", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2598&Mode2=Video", "None"
"Rules & Legislation Committee", "1/25/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=587029&GUID=6FCAF016-A836-433E-850C-F6624C9EDFCA", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=587029&GUID=6FCAF016-A836-433E-850C-F6624C9EDFCA&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=587029&GUID=6FCAF016-A836-433E-850C-F6624C9EDFCA", "https://oakland.legistar.com/View.ashx?M=M&ID=587029&GUID=6FCAF016-A836-433E-850C-F6624C9EDFCA", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2593&Mode2=Video", "None"
"Public Safety Committee", "1/23/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=586998&GUID=6EC342CE-3B27-4587-BDD4-D0F1F13BEA25", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor DUE TO A LACK OF QUORUM THE PUBLIC SAFETY COMMITTEE HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED PUBLIC SAFETY MEETING WILL BE HELD ON FEBRUARY 13, 2018.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=586998&GUID=6EC342CE-3B27-4587-BDD4-D0F1F13BEA25&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=586998&GUID=6EC342CE-3B27-4587-BDD4-D0F1F13BEA25", "None", "None", "None"
"Life Enrichment Committee", "1/23/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=587023&GUID=82292EF6-E334-45DE-98FB-D956BE6E6180", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=587023&GUID=82292EF6-E334-45DE-98FB-D956BE6E6180&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=587023&GUID=82292EF6-E334-45DE-98FB-D956BE6E6180", "https://oakland.legistar.com/View.ashx?M=M&ID=587023&GUID=82292EF6-E334-45DE-98FB-D956BE6E6180", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2589&Mode2=Video", "None"
"Community & Economic Development Committee", "1/23/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=586997&GUID=FC814613-3FB0-4A56-8BD9-9CF69830FD92", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=586997&GUID=FC814613-3FB0-4A56-8BD9-9CF69830FD92&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=586997&GUID=FC814613-3FB0-4A56-8BD9-9CF69830FD92", "https://oakland.legistar.com/View.ashx?M=M&ID=586997&GUID=FC814613-3FB0-4A56-8BD9-9CF69830FD92", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2587&Mode2=Video", "None"
"Public Works Committee - CANCELLED", "1/23/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=587022&GUID=BCBC62CB-8943-4AD7-97AE-20745E6DA1A7", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor CANCELLATION NOTICE The regularly scheduled meeting of the Public Works Committee has been cancelled. The next regularly scheduled meeting of the Public Works Committee will be held on Tuesday, February 13, 2018 at 11:30 a.m.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=587022&GUID=BCBC62CB-8943-4AD7-97AE-20745E6DA1A7&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=587022&GUID=BCBC62CB-8943-4AD7-97AE-20745E6DA1A7", "None", "None", "None"
"Finance & Management Committee", "1/23/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=586996&GUID=6B7A53F7-978E-4066-A5FD-24C74E744192", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=586996&GUID=6B7A53F7-978E-4066-A5FD-24C74E744192&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=586996&GUID=6B7A53F7-978E-4066-A5FD-24C74E744192", "https://oakland.legistar.com/View.ashx?M=M&ID=586996&GUID=6B7A53F7-978E-4066-A5FD-24C74E744192", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2586&Mode2=Video", "None"
"Rules & Legislation Committee", "1/18/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=585471&GUID=904C711D-9F8D-48C3-A016-07AA56F5479C", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=585471&GUID=904C711D-9F8D-48C3-A016-07AA56F5479C&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=585471&GUID=904C711D-9F8D-48C3-A016-07AA56F5479C", "https://oakland.legistar.com/View.ashx?M=M&ID=585471&GUID=904C711D-9F8D-48C3-A016-07AA56F5479C", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2580&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "1/16/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=585452&GUID=DA23D4CF-C680-485E-8493-A1BD7FDB078A", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=585452&GUID=DA23D4CF-C680-485E-8493-A1BD7FDB078A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=585452&GUID=DA23D4CF-C680-485E-8493-A1BD7FDB078A", "https://oakland.legistar.com/View.ashx?M=M&ID=585452&GUID=DA23D4CF-C680-485E-8493-A1BD7FDB078A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2574&Mode2=Video", "None"
"Rules & Legislation Committee", "1/11/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=583788&GUID=69715718-7887-4D82-A12F-0B7DB9A5DBA3", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=583788&GUID=69715718-7887-4D82-A12F-0B7DB9A5DBA3&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=583788&GUID=69715718-7887-4D82-A12F-0B7DB9A5DBA3", "https://oakland.legistar.com/View.ashx?M=M&ID=583788&GUID=69715718-7887-4D82-A12F-0B7DB9A5DBA3", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2572&Mode2=Video", "None"
"Public Safety Committee", "1/9/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=583449&GUID=873757E5-2EB8-441F-BA5C-FEDEF04860F2", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=583449&GUID=873757E5-2EB8-441F-BA5C-FEDEF04860F2&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=583449&GUID=873757E5-2EB8-441F-BA5C-FEDEF04860F2", "https://oakland.legistar.com/View.ashx?M=M&ID=583449&GUID=873757E5-2EB8-441F-BA5C-FEDEF04860F2", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2569&Mode2=Video", "None"
"Life Enrichment Committee", "1/9/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=583787&GUID=A991E649-6385-4A08-B8DD-A2A02C9ECC7A", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=583787&GUID=A991E649-6385-4A08-B8DD-A2A02C9ECC7A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=583787&GUID=A991E649-6385-4A08-B8DD-A2A02C9ECC7A", "https://oakland.legistar.com/View.ashx?M=M&ID=583787&GUID=A991E649-6385-4A08-B8DD-A2A02C9ECC7A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2568&Mode2=Video", "None"
"Concurrent Meeting of the Oakland Redevelopment Successor Agency and the Community and Economic Development Committee", "1/9/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=583448&GUID=D53E49D8-775F-429F-8771-A0324EAE877C", "1:30 PM", "Sgt. Mark Dunakin Room - Hearing Room 1", "https://oakland.legistar.com/MeetingDetail.aspx?ID=583448&GUID=D53E49D8-775F-429F-8771-A0324EAE877C&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=583448&GUID=D53E49D8-775F-429F-8771-A0324EAE877C", "https://oakland.legistar.com/View.ashx?M=M&ID=583448&GUID=D53E49D8-775F-429F-8771-A0324EAE877C", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2567&Mode2=Video", "None"
"Public Works Committee", "1/9/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=583786&GUID=49A256A8-B07E-43E7-A029-73F07BC82F28", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=583786&GUID=49A256A8-B07E-43E7-A029-73F07BC82F28&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=583786&GUID=49A256A8-B07E-43E7-A029-73F07BC82F28", "https://oakland.legistar.com/View.ashx?M=M&ID=583786&GUID=49A256A8-B07E-43E7-A029-73F07BC82F28", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2566&Mode2=Video", "None"
"Finance & Management Committee", "1/9/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=583447&GUID=70F54D2B-6921-4CFA-9C9C-C006332481E6", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=583447&GUID=70F54D2B-6921-4CFA-9C9C-C006332481E6&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=583447&GUID=70F54D2B-6921-4CFA-9C9C-C006332481E6", "https://oakland.legistar.com/View.ashx?M=M&ID=583447&GUID=70F54D2B-6921-4CFA-9C9C-C006332481E6", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=2565&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "1/4/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=583203&GUID=1DC821F6-183B-4AC4-9DD8-4F2E24E97F65", "10:45 AM", "City Council Chamber, 3rd Floor CANCELLATION NOTICE: The Rules And Legislation Committee is cancelled due to Winter Recess. The next regularly scheduled Rules And Legislation will be held January 11, 2018", "https://oakland.legistar.com/MeetingDetail.aspx?ID=583203&GUID=1DC821F6-183B-4AC4-9DD8-4F2E24E97F65&Options=info&Search=", "None", "None", "None", "None"
"Meeting of the Oakland City Council - CANCELLATION", "1/2/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=583202&GUID=0F6F10F5-BA7A-4DAF-B4E0-CFCA36617D40", "5:30 PM", "City Council Chamber, 3rd Floor CANCELLATION NOTICE: The Regularly Scheduled City Council meeting is cancelled due to Winter Recess.The next regularly scheduled City Council meeting will be held January 16, 2018", "https://oakland.legistar.com/MeetingDetail.aspx?ID=583202&GUID=0F6F10F5-BA7A-4DAF-B4E0-CFCA36617D40&Options=info&Search=", "None", "None", "None", "None"
